"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
45,"No","Travel_Rarely",1015,"Research & Development",5,5,"Medical",1611,3,"Female",50,1,2,"Laboratory Technician",1,"Single",5769,23447,1,"Yes",14,3,1,0,10,3,3,10,7,1,4
45,"No","Non-Travel",336,"Sales",26,3,"Life Sciences",1612,1,"Male",52,2,2,"Sales Executive",1,"Married",4385,24162,1,"No",15,3,1,1,NA,2,3,10,7,4,5
31,"No","Travel_Frequently",715,"Sales",2,4,"Other",1613,4,"Male",54,3,2,"Sales Executive",NA,"Single",5332,21602,7,"No",13,3,4,0,10,3,3,5,2,0,3
36,"No","Travel_Rarely",559,"Research & Development",12,4,"Life Sciences",1614,3,"Female",76,3,2,"Sales Executive",NA,"Married",4663,12421,9,"Yes",12,3,2,2,7,2,3,3,2,1,NA
34,"No","Travel_Frequently",426,"Research & Development",10,4,"Life Sciences",1615,3,"Male",42,NA,2,"Manufacturing Director",4,"Divorced",4724,17000,1,"No",13,3,1,1,9,3,3,9,7,7,2
49,"No","Travel_Rarely",NA,"Research & Development",25,4,"Life Sciences",1617,3,"Female",84,3,1,"Laboratory Technician",1,"Married",3211,22102,1,"No",14,3,4,1,10,3,NA,9,6,1,4
39,"No","Travel_Rarely",1387,"Research & Development",10,5,"Medical",1618,2,"Male",76,3,2,"Manufacturing Director",1,"Married",5377,3835,2,"No",13,3,4,3,10,3,3,7,7,7,7
27,"No","Travel_Rarely",1302,"Research & Development",19,3,"Other",1619,4,"Male",NA,2,1,"Laboratory Technician",1,"Divorced",4066,16290,1,"No",11,3,1,2,7,3,3,7,7,0,7
35,"No","Travel_Rarely",819,"Research & Development",18,5,"Life Sciences",1621,2,"Male",48,4,2,"Research Scientist",1,"Married",5208,26312,1,"No",11,3,4,0,16,2,3,16,15,1,10
28,"No","Travel_Rarely",580,"Research & Development",27,3,"Life Sciences",1622,2,"Female",39,1,2,"Manufacturing Director",1,"Divorced",4877,20460,0,"No",21,4,2,1,6,5,2,5,3,0,0
21,"No","Travel_Rarely",546,"Research & Development",5,1,"Medical",1623,3,"Male",97,3,1,"Research Scientist",4,"Single",3117,26009,1,"No",18,3,3,0,3,2,3,2,2,2,2
18,"Yes","Travel_Frequently",544,"Sales",3,2,"Life Sciences",1624,2,"Female",70,3,1,"Sales Representative",4,"Single",1569,18420,1,"Yes",12,3,3,0,0,2,4,0,0,0,0
47,"No","Travel_Rarely",1176,"Human Resources",26,4,"Life Sciences",1625,4,"Female",98,3,5,"Sales Executive",3,"Married",19658,5220,3,"No",11,3,3,1,27,2,3,5,2,1,0
39,"No","Travel_Rarely",170,"Research & Development",3,2,"Life Sciences",1627,3,"Male",76,2,2,"Laboratory Technician",3,"Divorced",3069,10302,0,"No",15,3,4,1,11,3,3,10,8,0,NA
40,"No","Travel_Rarely",884,"Research & Development",15,3,"Life Sciences",1628,1,"Female",80,2,3,"Sales Executive",3,"Married",10435,25800,1,"No",13,3,4,2,NA,2,NA,18,15,14,12
35,"No","Non-Travel",208,"Research & Development",8,4,"Life Sciences",1630,3,"Female",52,3,2,"Healthcare Representative",3,"Married",4148,12250,1,"No",12,3,4,1,15,5,3,14,11,2,9
37,"No","Travel_Rarely",671,"Research & Development",19,3,"Life Sciences",1631,3,"Male",85,3,2,"Manufacturing Director",3,"Married",5768,26493,3,"No",17,3,1,3,9,2,2,4,3,0,2
39,"No","Travel_Frequently",711,"Research & Development",4,3,"Life Sciences",1633,1,"Female",81,3,2,"Manufacturing Director",3,"Single",5042,3140,0,"No",13,3,4,0,10,2,1,9,2,3,8
45,"No","Travel_Rarely",1329,"Research & Development",2,2,"Other",1635,4,"Female",59,2,2,"Manufacturing Director",4,"Divorced",5770,5388,1,"No",19,3,1,2,10,3,3,10,7,3,9
38,"No","Travel_Rarely",397,"Research & Development",2,2,"Medical",1638,4,"Female",54,2,3,"Sales Executive",3,"Married",7756,14199,3,"Yes",19,3,4,1,10,6,4,5,4,0,2
35,"Yes","Travel_Rarely",737,"Sales",10,NA,"Life Sciences",1639,4,"Male",55,2,3,"Sales Executive",1,"Married",10306,21530,9,"No",17,3,3,0,15,3,3,13,12,6,0
37,"No","Travel_Rarely",1470,"Research & Development",10,3,"Life Sciences",1640,2,"Female",71,3,1,"Research Scientist",2,"Married",3936,9953,1,"No",11,3,1,1,8,2,1,NA,4,7,7
40,"No","Travel_Rarely",NA,"Research & Development",16,3,"Life Sciences",1641,3,"Female",84,3,3,"Manufacturing Director",4,"Single",7945,19948,6,"Yes",15,3,4,0,18,2,2,4,2,3,3
44,"No","Travel_Frequently",602,"Human Resources",1,5,"Human Resources",1642,1,"Male",37,3,2,"Human Resources",4,"Married",5743,10503,4,"Yes",11,3,3,0,14,3,3,10,7,0,2
48,"No","Travel_Frequently",365,"Research & Development",4,5,"Life Sciences",1644,3,"Male",89,2,4,"Manager",4,"Married",15202,5602,2,"No",25,4,2,1,23,3,3,2,2,2,2
35,"Yes","Travel_Rarely",763,"Sales",15,2,"Medical",1645,1,"Male",59,1,2,"Sales Executive",4,"Divorced",5440,22098,6,"Yes",14,3,4,2,7,2,2,2,2,2,2
24,"No","Travel_Frequently",567,"Research & Development",2,1,"Technical Degree",1646,1,"Female",32,3,1,"Research Scientist",4,"Single",3760,17218,1,"Yes",13,3,3,0,6,2,3,6,3,1,3
27,"No","Travel_Rarely",NA,"Research & Development",8,3,"Medical",1647,2,"Female",86,4,1,"Research Scientist",3,"Married",3517,NA,7,"No",17,3,1,0,5,0,3,3,2,0,2
27,"No","Travel_Frequently",591,"Research & Development",NA,3,"Medical",1648,4,"Male",87,3,1,"Research Scientist",4,"Single",2580,6297,2,"No",13,3,3,0,6,0,2,4,2,1,2
40,"Yes","Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1649,1,"Male",73,NA,1,"Laboratory Technician",1,"Single",2166,3339,3,"Yes",14,3,2,0,10,3,1,4,2,0,3
29,"No","Travel_Rarely",469,"Sales",10,3,"Life Sciences",1650,3,"Male",42,2,2,"Sales Executive",3,"Single",5869,23413,9,"No",11,NA,3,0,8,2,3,5,2,1,4
36,"No","Travel_Rarely",NA,"Research & Development",5,4,"Life Sciences",1651,2,"Female",42,3,3,"Healthcare Representative",NA,"Married",8008,22792,4,"No",12,3,3,2,9,6,3,3,2,0,2
25,"No","Travel_Frequently",772,"Research & Development",2,1,"Life Sciences",1653,4,"Male",77,4,2,"Manufacturing Director",3,"Divorced",5206,4973,1,"No",17,3,3,2,7,6,3,7,7,0,7
39,"No","Travel_Rarely",492,"Research & Development",12,3,"Medical",1654,4,"Male",66,3,2,"Sales Executive",2,"Married",5295,7693,4,"No",21,4,3,0,NA,3,3,5,4,1,0
49,"No","Travel_Rarely",301,"Research & Development",22,4,"Other",1655,1,"Female",72,3,4,"Research Director",2,"Married",16413,NA,3,"No",16,3,2,2,27,2,3,4,2,1,2
50,"No","Travel_Rarely",813,"Research & Development",17,5,"Life Sciences",1656,4,"Female",50,2,3,"Research Director",1,"Divorced",13269,NA,5,"No",15,3,3,3,19,3,3,14,11,1,11
20,"No","Travel_Rarely",1141,"Sales",2,3,"Life Sciences",1657,3,"Female",31,3,1,"Sales Representative",3,"Single",2783,13251,1,"No",19,NA,1,0,2,3,3,NA,2,2,2
34,"No","Travel_Rarely",1130,"Research & Development",3,3,"Life Sciences",1658,4,"Female",66,3,2,"Research Scientist",2,"Divorced",5433,19332,1,"No",12,3,3,1,11,2,3,11,8,7,9
36,"No","Travel_Rarely",311,"Research & Development",7,3,"Life Sciences",NA,1,"Male",77,3,1,"Laboratory Technician",2,"Single",2013,10950,2,"No",11,3,3,0,15,4,NA,4,NA,1,3
49,"No","Travel_Rarely",465,"Research & Development",6,1,"Life Sciences",1661,3,"Female",41,2,4,"Healthcare Representative",3,"Married",13966,11652,2,"Yes",19,3,2,1,30,3,3,15,11,2,12
36,"No","Non-Travel",894,"Research & Development",1,4,"Medical",1662,4,"Female",33,2,2,"Sales Executive",3,"Married",4374,15411,0,"No",15,3,3,0,4,6,3,3,2,1,2
36,"No","Travel_Rarely",1040,"Research & Development",3,2,"Life Sciences",1664,4,"Male",79,4,2,"Healthcare Representative",1,"Married",6842,26308,6,"No",20,4,1,1,13,3,3,5,4,0,4
54,"No","Travel_Rarely",584,"Research & Development",22,5,"Life Sciences",1665,2,"Female",91,3,4,"Manager",3,"Married",17426,18685,3,"No",25,4,3,1,36,6,3,10,8,4,7
43,"No","Travel_Rarely",1291,"Research & Development",15,2,"Life Sciences",1666,3,"Male",65,2,4,"Research Director",3,"Married",17603,3525,1,"No",24,4,1,1,14,3,3,14,10,6,11
35,"Yes","Travel_Frequently",NA,"Sales",12,4,"Other",1667,4,"Male",36,3,2,"Sales Executive",4,"Single",4581,10414,3,"Yes",24,4,1,0,13,2,4,11,9,6,7
38,"No","Travel_Frequently",1189,"Research & Development",1,3,"Life Sciences",1668,4,"Male",90,3,2,"Research Scientist",4,"Married",4735,9867,7,"No",15,3,4,2,19,4,4,13,11,2,9
29,"No","Travel_Rarely",991,"Sales",5,3,"Medical",1669,1,"Male",43,2,2,"Sales Executive",2,"Divorced",4187,3356,1,"Yes",13,3,2,1,10,3,2,10,0,0,9
33,"No","Travel_Rarely",392,"Sales",2,4,"Life Sciences",1670,4,"Male",93,3,2,"Sales Executive",4,"Divorced",5505,3921,1,"No",14,3,3,2,6,5,3,6,2,0,4
32,"No","Travel_Rarely",977,"Research & Development",2,3,"Medical",1671,4,"Male",45,3,2,"Research Scientist",2,"Divorced",5470,25518,0,"No",13,3,3,2,10,4,2,9,5,1,6
31,"No","Travel_Rarely",1112,"Sales",5,4,"Life Sciences",1673,1,"Female",67,3,2,"Sales Executive",4,"Married",5476,22589,1,"No",11,3,1,2,10,2,3,10,0,0,2
49,"No","Travel_Rarely",464,"Research & Development",16,3,"Life Sciences",1674,4,"Female",74,3,NA,"Laboratory Technician",1,"Divorced",2587,24941,4,"Yes",16,3,2,1,17,2,2,2,2,2,2
38,"No","Travel_Frequently",148,"Research & Development",2,3,"Life Sciences",1675,4,"Female",42,2,1,"Laboratory Technician",2,"Single",2440,23826,1,"No",22,4,2,0,4,3,3,4,3,3,3
47,"No","Travel_Rarely",1225,"Sales",2,4,"Life Sciences",1676,2,"Female",47,4,4,"Manager",2,"Divorced",15972,21086,6,"No",14,3,3,3,29,2,3,3,2,1,2
49,"No","Travel_Rarely",809,"Research & Development",1,3,"Life Sciences",1677,3,"Male",36,3,4,"Manager",3,"Married",15379,22384,NA,"No",14,3,1,0,23,2,3,8,7,0,0
41,"No","Travel_Rarely",1206,"Sales",23,2,"Life Sciences",1678,4,"Male",80,3,3,"Sales Executive",3,"Single",7082,11591,3,"Yes",16,3,4,0,21,2,3,2,0,0,2
20,"No","Travel_Rarely",727,"Sales",9,1,"Life Sciences",NA,NA,"Male",54,3,1,"Sales Representative",1,"Single",2728,21082,1,"No",11,3,1,0,2,3,3,2,2,0,2
33,"No","Non-Travel",530,"Sales",16,3,"Life Sciences",1681,3,"Female",36,3,2,"Sales Executive",4,"Divorced",5368,16130,1,"Yes",25,4,3,1,7,2,3,6,5,1,2
36,"No","Travel_Rarely",1351,"Research & Development",26,4,"Life Sciences",1682,1,"Male",80,NA,2,"Healthcare Representative",3,"Married",5347,7419,6,"No",14,3,NA,2,10,2,2,3,2,0,2
44,"No","Travel_Rarely",528,"Human Resources",1,3,"Life Sciences",1683,3,"Female",44,3,1,"Human Resources",4,"Divorced",3195,4167,4,"Yes",18,3,1,3,8,2,3,2,2,2,2
23,"Yes","Travel_Rarely",1320,"Research & Development",8,1,"Life Sciences",1684,4,"Male",93,2,1,"Laboratory Technician",3,"Single",3989,NA,1,"Yes",11,3,1,0,5,2,3,5,4,1,2
38,"No","Travel_Rarely",1495,"Research & Development",4,2,"Medical",1687,4,"Female",87,3,1,"Laboratory Technician",3,"Married",3306,26176,7,"No",19,3,4,1,7,5,2,0,0,0,0
53,"No","Travel_Rarely",1395,"Research & Development",24,4,"Medical",1689,2,"Male",48,4,3,"Healthcare Representative",4,"Married",7005,3458,3,"No",15,3,3,0,11,2,3,4,3,1,2
48,"Yes","Travel_Frequently",708,"Sales",7,2,"Medical",1691,4,"Female",95,3,1,"Sales Representative",3,"Married",2655,11740,2,"Yes",11,NA,3,2,NA,3,3,9,7,7,7
32,"Yes","Travel_Rarely",1259,"Research & Development",2,4,"Life Sciences",1692,4,"Male",95,3,1,"Laboratory Technician",2,"Single",1393,24852,1,"No",12,3,1,0,1,2,3,1,0,0,0
26,"No","Non-Travel",786,"Research & Development",7,3,"Medical",1693,4,"Male",76,3,1,"Laboratory Technician",4,"Single",2570,11925,1,"No",20,4,3,0,7,5,3,7,7,5,7
55,"No","Travel_Rarely",1441,"Research & Development",NA,3,"Technical Degree",1694,1,"Male",94,2,1,"Research Scientist",2,"Divorced",3537,23737,5,"No",12,3,4,1,8,1,3,4,2,1,2
34,"No","Travel_Rarely",1157,"Research & Development",5,2,"Medical",1696,2,"Male",57,NA,2,"Laboratory Technician",4,"Married",3986,11912,1,"No",14,3,3,1,15,3,4,15,10,4,13
60,"No","Travel_Rarely",370,"Research & Development",1,4,"Life Sciences",1697,3,"Male",92,1,3,"Healthcare Representative",4,"Divorced",10883,20467,3,"No",20,4,3,1,19,NA,4,1,0,0,0
33,"No","Travel_Rarely",267,"Research & Development",21,3,"Medical",1698,2,"Male",79,4,1,"Laboratory Technician",2,"Married",2028,13637,NA,"No",18,3,4,3,14,6,3,14,11,2,13
37,"No","Travel_Frequently",1278,"Sales",1,4,"Life Sciences",1700,3,"Male",31,1,2,"Sales Executive",4,"Divorced",9525,7677,1,"No",14,3,3,2,6,2,2,6,3,1,3
34,"No","Travel_Rarely",678,"Research & Development",19,3,"Life Sciences",1701,2,"Female",35,2,1,"Research Scientist",4,"Married",2929,20338,1,"No",12,3,2,0,10,3,3,10,9,8,7
23,"Yes","Travel_Rarely",427,"Sales",7,3,"Life Sciences",NA,3,"Male",99,3,1,"Sales Representative",4,"Divorced",2275,25103,1,"Yes",21,4,2,1,3,2,NA,3,2,0,2
44,"No","Travel_Rarely",NA,"Research & Development",2,3,"Life Sciences",1703,3,"Female",96,4,3,"Healthcare Representative",4,"Married",7879,14810,1,"Yes",19,3,2,1,9,2,3,8,7,6,7
35,"No","Travel_Frequently",146,"Research & Development",2,4,"Medical",1704,1,"Male",79,2,1,"Research Scientist",4,"Single",4930,13970,0,"Yes",14,3,3,NA,6,2,4,5,4,1,4
43,"No","Travel_Rarely",1179,"Sales",2,3,"Life Sciences",1706,4,"Male",73,3,2,"Sales Executive",4,"Married",7847,6069,1,"No",17,3,1,1,10,3,3,10,9,8,8
24,"No","Travel_Rarely",581,"Research & Development",9,3,"Medical",1707,3,"Male",62,4,1,"Research Scientist",3,"Married",4401,17616,1,"No",16,3,4,1,5,1,3,5,3,0,4
41,"No","Travel_Rarely",918,"Sales",6,3,"Life Sciences",1708,4,"Male",35,3,3,"Sales Executive",3,"Single",9241,15869,1,"No",12,3,2,0,10,3,3,10,8,8,7
29,"No","Travel_Rarely",1082,"Research & Development",9,4,"Life Sciences",1709,4,"Female",43,3,1,"Laboratory Technician",3,"Married",2974,25412,9,"No",17,3,3,1,9,2,3,5,3,1,2
36,"No","Travel_Rarely",530,"Sales",2,4,"Life Sciences",1710,3,"Female",51,3,2,"Sales Representative",4,"Single",4502,7439,3,"No",15,3,NA,0,17,2,2,13,7,6,7
45,"No","Travel_Rarely",1238,"Research & Development",1,1,"Life Sciences",1712,3,"Male",74,2,3,"Healthcare Representative",3,"Married",10748,3395,3,"No",23,4,4,1,25,3,2,23,15,14,4
24,"Yes","Travel_Rarely",240,"Human Resources",22,1,"Human Resources",1714,4,"Male",58,1,1,"Human Resources",3,"Married",1555,11585,1,"No",11,NA,3,NA,1,NA,3,1,0,0,0
47,"Yes","Travel_Frequently",1093,"Sales",9,3,"Life Sciences",1716,3,"Male",82,1,4,"Sales Executive",3,"Married",12936,24164,7,"No",11,3,3,0,25,3,1,23,5,14,10
26,"No","Travel_Rarely",390,"Research & Development",17,4,"Medical",1718,4,"Male",62,1,1,"Laboratory Technician",3,"Married",2305,6217,1,"No",15,3,3,3,3,3,4,3,2,0,2
45,"No","Travel_Rarely",1005,"Research & Development",28,2,"Technical Degree",1719,4,"Female",48,2,4,"Research Director",2,"Single",16704,17119,1,"No",11,3,3,0,21,2,3,21,6,8,6
32,"No","Travel_Frequently",585,"Research & Development",10,3,"Life Sciences",1720,1,"Male",56,3,1,"Research Scientist",3,"Married",3433,17360,6,"No",13,3,1,1,10,3,2,5,2,1,3
31,"No","Travel_Rarely",741,"Research & Development",2,4,"Life Sciences",1721,2,"Male",69,3,1,"Laboratory Technician",3,"Married",3477,18103,1,"No",14,3,4,1,6,2,4,5,2,0,3
41,"No","Travel_Rarely",552,"Human Resources",4,3,"Human Resources",1722,3,"Male",60,1,2,"Human Resources",2,"Married",6430,20794,6,"No",19,3,2,1,10,4,3,3,2,1,2
40,"No","Travel_Rarely",369,"Research & Development",8,2,"Life Sciences",1724,2,"Female",92,3,2,"Sales Executive",1,"Married",6516,5041,2,"Yes",16,3,2,1,18,3,3,1,0,0,0
24,"No","Travel_Rarely",506,"Research & Development",29,1,"Medical",1725,2,"Male",91,3,1,"Laboratory Technician",1,"Divorced",3907,3622,1,"No",13,3,2,3,6,2,4,6,2,1,2
46,"No","Travel_Rarely",717,"Research & Development",13,4,"Life Sciences",1727,3,"Male",34,3,2,"Healthcare Representative",2,"Single",5562,9697,6,"No",14,3,4,0,19,3,3,10,7,0,9
35,"No","Travel_Rarely",1370,"Research & Development",27,4,"Life Sciences",1728,4,"Male",49,3,2,"Manufacturing Director",3,"Married",6883,5151,2,"No",16,3,2,1,17,3,3,7,7,0,7
30,"No","Travel_Rarely",793,"Research & Development",16,1,"Life Sciences",1729,2,"Male",33,3,1,"Research Scientist",4,"Married",2862,3811,1,"No",12,3,2,1,10,2,2,10,NA,0,8
47,"No","Travel_Rarely",543,"Sales",2,4,"Life Sciences",1731,3,"Male",87,3,2,"Sales Executive",2,"Married",4978,3536,7,"No",11,3,4,1,4,3,1,1,0,0,0
46,"No","Travel_Rarely",1277,"Sales",2,3,"Life Sciences",1732,3,"Male",74,3,3,"Sales Executive",4,"Divorced",10368,5596,4,"Yes",12,3,2,1,13,5,2,10,6,0,3
36,"Yes","Travel_Rarely",1456,"Sales",13,5,"Life Sciences",1733,2,"Male",96,2,2,"Sales Executive",1,"Divorced",6134,8658,5,"Yes",13,3,2,3,16,3,3,2,2,2,2
32,"No","Travel_Rarely",964,"Sales",1,2,"Life Sciences",1734,1,"Male",34,1,2,"Sales Executive",2,"Single",6735,12147,6,"No",15,3,2,0,10,2,3,0,0,0,0
23,"No","Travel_Rarely",160,"Research & Development",4,1,"Medical",1735,3,"Female",51,3,1,"Laboratory Technician",2,"Single",3295,12862,1,"No",13,3,3,0,3,3,1,3,2,1,2
31,"No","Travel_Frequently",163,"Research & Development",24,1,"Technical Degree",1736,4,"Female",30,3,2,"Sales Executive",4,"Single",5238,6670,2,"No",20,4,4,0,9,3,2,5,4,1,4
39,"No","Non-Travel",792,"Research & Development",1,3,"Life Sciences",1737,4,"Male",77,3,2,"Laboratory Technician",NA,"Married",6472,8989,1,"Yes",15,3,4,1,9,2,3,9,8,5,8
32,"No","Travel_Rarely",371,"Sales",19,3,"Life Sciences",NA,4,"Male",80,1,3,"Sales Executive",3,"Married",9610,3840,3,"No",13,3,3,1,10,2,1,4,3,0,2
40,"No","Travel_Rarely",611,"Sales",7,4,"Life Sciences",1740,2,"Male",88,3,5,"Manager",2,"Single",19833,4349,1,"No",14,3,2,0,21,3,2,21,8,12,8
45,"No","Travel_Rarely",176,"Human Resources",4,3,"Life Sciences",1744,3,"Female",56,1,3,"Human Resources",3,"Married",NA,6595,4,"No",21,4,3,2,9,2,4,5,0,0,3
30,"No","Travel_Frequently",1312,"Research & Development",2,4,"Technical Degree",1745,NA,"Female",78,2,1,"Research Scientist",1,"Single",4968,26427,0,"No",16,3,4,0,10,2,3,9,NA,0,7
24,"No","Travel_Frequently",897,"Human Resources",10,3,"Medical",1746,1,"Male",59,3,1,"Human Resources",4,"Married",2145,2097,0,"No",14,3,4,1,3,2,3,2,2,2,1
30,"Yes","Travel_Frequently",600,"Human Resources",8,3,"Human Resources",1747,3,"Female",66,NA,1,"Human Resources",4,"Divorced",2180,9732,6,"No",11,3,3,1,6,0,2,4,2,1,2
31,"No","Travel_Rarely",1003,"Sales",5,3,"Technical Degree",1749,1,"Male",51,3,2,"Sales Executive",3,"Married",8346,20943,1,"No",19,3,3,1,6,3,3,5,2,0,2
27,"No","Travel_Rarely",1054,"Research & Development",NA,3,"Medical",1751,3,"Female",67,3,1,"Research Scientist",4,"Single",3445,6152,1,"No",11,3,3,0,6,5,2,6,2,1,4
29,"No","Travel_Rarely",428,"Sales",9,3,"Life Sciences",1752,2,"Female",52,1,1,"Sales Representative",2,"Single",2760,14630,1,"No",13,3,3,0,2,3,3,2,2,2,2
29,"No","Travel_Frequently",461,"Research & Development",1,3,"Life Sciences",1753,4,"Male",70,4,2,"Healthcare Representative",3,"Single",6294,23060,8,"Yes",12,3,4,0,10,5,4,3,2,0,2
30,"No","Travel_Rarely",979,"Sales",15,2,"Marketing",1754,3,"Male",94,2,3,"Sales Executive",1,"Divorced",7140,3088,2,"No",11,3,1,1,12,2,3,7,7,1,7
34,"No","Travel_Rarely",181,"Research & Development",2,4,"Life Sciences",1755,4,"Male",97,4,1,"Research Scientist",4,"Married",2932,5586,0,"Yes",14,3,1,3,6,3,3,5,0,1,2
33,"No","Non-Travel",1283,"Sales",2,3,"Marketing",1756,4,"Male",62,3,2,"Sales Executive",2,"Single",5147,10697,8,"No",15,3,4,0,13,2,2,11,7,1,7
49,"No","Travel_Rarely",1313,"Sales",11,4,"Marketing",1757,4,"Female",80,3,2,"Sales Executive",4,"Single",4507,8191,3,"No",12,3,3,0,8,1,4,5,1,0,4
33,"Yes","Travel_Rarely",211,"Sales",16,3,"Life Sciences",1758,1,"Female",74,3,NA,"Sales Executive",1,"Single",8564,10092,2,"Yes",20,4,3,0,11,2,2,0,0,0,NA
38,"No","Travel_Frequently",594,"Research & Development",2,2,"Medical",1760,3,"Female",75,2,1,"Laboratory Technician",2,"Married",2468,15963,4,"No",14,3,2,1,9,4,NA,6,1,0,5
31,"Yes","Travel_Rarely",1079,"Sales",16,4,"Life Sciences",1761,1,"Male",70,3,3,"Sales Executive",3,"Married",8161,19002,2,"No",13,3,1,3,10,2,3,1,0,0,0
29,"No","Travel_Rarely",590,"Research & Development",NA,3,"Technical Degree",1762,4,"Female",91,2,1,"Research Scientist",1,"Divorced",2109,10007,1,"No",13,3,3,1,1,2,3,1,0,0,0
30,"No","Travel_Rarely",305,"Research & Development",16,3,"Life Sciences",1763,3,"Male",58,4,2,"Healthcare Representative",3,"Married",5294,9128,3,"No",16,3,3,1,10,3,3,7,0,1,7
32,"No","Non-Travel",953,"Research & Development",5,4,"Technical Degree",NA,2,"Male",65,3,1,"Research Scientist",2,"Single",2718,17674,2,"No",14,3,2,0,12,3,3,7,7,NA,7
38,"No","Travel_Rarely",833,"Research & Development",18,3,"Medical",1766,2,"Male",60,1,2,"Healthcare Representative",4,"Married",5811,24539,3,"Yes",16,3,3,1,15,2,3,1,0,1,0
43,"Yes","Travel_Frequently",807,"Research & Development",17,3,"Technical Degree",1767,3,"Male",38,2,1,"Research Scientist",3,"Married",2437,15587,9,"Yes",16,3,4,1,6,4,3,1,0,0,0
42,"No","Travel_Rarely",855,"Research & Development",12,3,"Medical",1768,2,"Male",57,3,1,"Laboratory Technician",2,"Divorced",2766,8952,8,"No",22,4,2,3,7,6,2,5,3,0,4
55,"No","Travel_Rarely",478,"Research & Development",2,3,"Life Sciences",1770,3,"Male",60,2,5,"Research Director",1,"Married",19038,19805,8,"No",12,3,2,3,34,2,3,1,0,0,0
33,"No","Travel_Rarely",775,"Research & Development",4,3,"Technical Degree",1771,4,"Male",90,3,2,"Research Scientist",2,"Divorced",3055,6194,5,"No",15,3,4,2,11,2,2,9,8,1,7
41,"No","Travel_Rarely",548,"Research & Development",9,4,"Life Sciences",1772,3,"Male",94,3,1,"Laboratory Technician",1,"Divorced",2289,20520,1,"No",20,4,2,2,5,2,3,5,3,0,4
34,"No","Travel_Rarely",1375,"Sales",10,3,"Life Sciences",1774,4,"Male",87,3,2,"Sales Executive",3,"Divorced",4001,12313,1,"Yes",14,3,3,1,15,3,NA,15,14,0,7
53,"No","Non-Travel",661,"Research & Development",1,4,"Life Sciences",1775,1,"Female",60,2,4,"Sales Executive",3,"Married",12965,22308,4,"Yes",20,4,4,3,27,2,NA,3,2,0,2
43,"No","Travel_Rarely",244,"Human Resources",2,3,"Life Sciences",1778,2,"Male",97,3,1,"Human Resources",4,"Single",3539,5033,0,"No",13,3,2,NA,10,5,3,9,7,1,8
34,"No","Travel_Rarely",511,"Sales",3,2,"Life Sciences",1779,4,"Female",32,1,2,"Sales Executive",4,"Single",6029,25353,5,"No",12,3,1,0,6,3,3,2,NA,2,2
21,"Yes","Travel_Rarely",337,"Sales",7,1,"Life Sciences",1780,2,"Male",31,3,1,"Sales Representative",NA,"Single",2679,4567,1,"No",13,3,2,0,1,3,3,1,0,1,0
38,"No","Travel_Rarely",1153,"Research & Development",6,2,"Other",1782,4,"Female",40,2,1,"Laboratory Technician",3,"Married",3702,16376,1,"No",11,3,2,1,5,3,3,5,4,0,4
22,"Yes","Travel_Rarely",1294,"Research & Development",8,1,"Life Sciences",1783,3,"Female",79,3,1,"Laboratory Technician",1,"Married",2398,15999,1,"Yes",17,3,3,0,1,6,3,1,0,0,0
31,"No","Travel_Rarely",196,"Sales",29,4,"Marketing",1784,1,"Female",91,2,2,"Sales Executive",NA,"Married",5468,13402,1,"No",14,3,1,2,13,3,3,12,7,5,7
51,"No","Travel_Rarely",942,"Research & Development",3,3,"Technical Degree",1786,1,"Female",53,3,3,"Manager",3,"Married",13116,22984,2,"No",11,3,4,NA,15,2,3,2,2,2,NA
37,"No","Travel_Rarely",589,"Sales",9,2,"Life Sciences",1787,2,"Male",46,2,2,"Sales Executive",2,"Married",4189,8800,1,"No",14,3,1,2,5,2,3,5,2,0,3
46,"No","Travel_Rarely",734,"Research & Development",2,4,"Life Sciences",1789,3,"Male",46,3,5,"Research Director",4,"Divorced",19328,14218,7,"Yes",17,3,3,1,24,3,NA,2,1,2,2
36,"No","Travel_Rarely",1383,"Research & Development",10,3,"Life Sciences",1790,4,"Male",90,3,3,"Sales Executive",1,"Married",8321,25949,7,"Yes",13,3,4,1,15,1,3,12,8,5,7
44,"Yes","Travel_Rarely",429,"Research & Development",1,2,"Medical",1792,3,"Male",99,3,1,"Research Scientist",2,"Divorced",2342,11092,1,"Yes",12,3,3,3,6,2,2,5,NA,2,3
37,"No","Travel_Rarely",1239,"Human Resources",8,2,"Other",1794,3,"Male",89,3,2,"Human Resources",2,"Divorced",4071,12832,2,"No",13,3,3,0,19,4,2,10,0,4,7
35,"Yes","Travel_Rarely",303,"Sales",27,3,"Life Sciences",1797,3,"Male",84,3,2,"Sales Executive",4,"Single",5813,13492,1,"Yes",18,3,4,0,10,2,3,10,7,7,7
