Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,NO,TRAVEL_RARELY,1476,sale,4,1,medical,1,1445,4,FEMALE,42,3,2,sales executive,3,Married,4162,15211,1,Y,1,12,,3,80,2,5,3,3,5,4,0,3
32,No,rare,601,sales,7,5,Marketing,1,1446,4,MALE,97,3,2,SALES EXECUTIVE,4,married,9204,23343,,Y,no,12,3,3,80,1,7,3,2,4,3,0,
34,no,rare,401,research & development,1,3,life sciences,1,1447,4,f,86,2,1,Lab Technician,2,Married,3294,3708,5,Y,0,17,3,1,80,1,7,2,2,5,4,0,2
41,NO,Travel_Rarely,1283,RESEARCH & DEVELOPMENT,5,5,medical,1,1448,2,MALE,90,4,1,research scientist,3,MARRIED,2127,5561,2,Y,1,12,3,1_,80,0,7,5,2,4,2,0,3
40,NO,Non-Travel,663,R&D,9,4,OTHER,1,1449,3,m,81,3,2,laboratory technician,3,Divorced,3975,23099,3,Y,No,11,3,3,80,2,11,2,4,8_,7,0,7
31,NO,TRAVEL_RARELY,326,sale,8,2,LS,1,1453,1,Male,31,3,3,Sales Exe,4,Divorced,10793,8386,1,Y,No,,3,1,80,1,13,5,3,13,7,9,9
46,Yes,TRAVEL_RARELY,377,Sales,9,3,Marketing,1,1457,1,Male,52,3,3,sales exe,4,divorced,10096,15986,4,Y,no,11,3,1,80,1,28,1,4?,7,7,4,3
39,YES,nil,592,research & development,2,3,ls,1,1458,1,FEMALE,54,2,1,LABORATORY TECHNICIAN,1,Single,3646,17181,2,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0
31,YES,TRAVEL_FREQUENTLY,1445,R&D,1,5,life sciences,1,1459,3,FEMALE,100,4,3,Manufacturing Director,2,SINGLE,7446,8931,1,Y,no,11,3,1,80,0,10,2,3,10,8,4,7
45,0,travel_rarely,1038,Research & Development,20,3,MEDICAL,1,1460,2,Male,95,1,3,Healthcare Rep,1,DIVORCED,10851,19863,2,Y,YES,18,3,2,80,1,24,2_,3,7,,0,7
31,No,TRAVEL_RARELY,1398,hr,8,2,MEDICAL,1,1461,4,F,96,4,1,HR,2,SINGLE,2109,24609,9,Y,no,18,3,4,80,0,8,3,3,3,2,0,2
31,YES,Travel_Frequently,523,research & development,2,3,LIFE SCIENCES,1,1464,2,M,94,3,1,Lab Technician,4,Married,3722,21081,6,Y,YES,13,3,3,80,1,7,2,1,2,2?,2,2
45,NO,travel_rarely,1448,Research & Development,29,3_,TECHNICAL DEGREE,1,1465,2,M,55,3,3,Manufacturing Director,4,Married,9380,14720,4,Y,1,18,3,4,80,2,10,4,4,3,1,1,2
48,No,TRAVEL_RARELY,1221,Sales,7,3,MARKETING,1,1466,3,MALE,96,3,2,Sales Executive,1,divorced,5486,24795,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2
34,yes,travel_rarely,1107,human resources,9,4,TECHNICAL DEGREE,1,1467,1,FEMALE,52,3,1,Human Resources,,Married,2742,3072,1,Y,,15,3,4,80,0,2,0,3,2,2,2,2
40,No,Nil,218,research & development,8_,1,MED,1,1468,4,m,55,2,3,RESEARCH DIRECTOR,2,divorced,,25178,2,Y,No,11,3,3_,80,1,16,5,3,9,8,4,
28,NO,Travel_Rarely,866,Sale,5,3,Medical,1,1469,4,Male,84,3,2,sales executive,1,single,8463,23490_,0,Y,no,18,3,4,80,0,6,4,3,5,4,1,3
44,No,non-travel,981,research & development,5,3,life sciences,1,1471,3?,m,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,NO,14,3,4,80,0,7,5,3,5,2,0,3
53,no,travel_rarely,447,r&d,2,3,MED,1,1472,4,MALE,39,4,4,RESEARCH DIRECTOR,2,single,,19764,4,Y,0,12,3,2,80,0,35,2,2,9,8,8,8
49,no,rare,1495,research & development,,4,td,1,1473,1,Male,96,3,2,healthcare rep,3,MARRIED,6651,21534,2,Y,0,14,3,2,80,1,20,0,2,3,2,1,2
40,,TRAVEL_RARELY,896,RESEARCH & DEVELOPMENT,2,3,Medical,1,1474,3,m,68,3,1,Research Scientist,3?,Divorced,2345,8045,2,Y,NO,14,3,3,80,1,8,3,4,3,1,1,2
44,no,TRAVEL_RARELY,1467,R&D,20,3,Life Sciences,1,1475,4,MALE,49,3,1,Research scientist,2,single,3420,21158,1,Y,no,13,3,3,80,0,6,3,2,5,2,1,3
33,0,travel_frequently,430,sales,7,3,Medical,1,1477,4,m,54,3,2,sales executive,1,Married,4373,17456,0,Y,no,14,3,1?,80,2,5,2,3,4,3,0,3
34,NO,rare,1326,sale,3,3,,1,1478,4,m,81,1,2,sales exe,1,single,4759,15891,3,Y,NO,18,3,4,,0?,15,2,3,13,9,3,12
30,0,Travel_Rarely,1358,SALES,16,1,LIFE SCIENCES,1,1479,4,Male,96,3,2,SALES EXECUTIVE,3,married,5301,2939,8,Y,0,15,3,3,80,2,4,2,2,2,1,2,2
42,0,TRAVEL_FREQUENTLY,748,research & development,9,2,MEDICAL,1,1480,1,Female,74,3,1,LABORATORY TECHNICIAN,4,Single,3673,16458,1,Y,NO,13,3,3,80,0,12,3,3,12,9,5,8
44,no,TRAVEL_FREQUENTLY,383,Sale,1,5,MKT,1,1481,1,F,79,3,2,Sales Executive,3,MARRIED,4768,9282,7,Y,NO,12,3,3,80,1,11,4,2,,0,0,0
30,No,non-travel,990,r&d,7,,technical degree,1,1482,3,Male,64,3,1,research scientist,3_,divorced,1274_,7152,,Y,0,13,3,2,80,2,1,2,2,1,0,0,0
57,no,travel_rarely,405,Research & Development,1,2,ls,1,1483,2,m,93,4,2,Research Scientist,3,MARRIED,4900,2721,0,Y,NO,24,4,1,80,1,13,2,2,12,9,2,8
49,no,Travel_Rarely,1490,RESEARCH & DEVELOPMENT,7,4_,Life Sciences,1,1484,3,m,,3,3,Healthcare Representative,2,Divorced,10466,,3,Y,No,14,3,2,80,2,29,3,3,8,7,0?,7
34,0,TRAVEL_FREQUENTLY,829,research & development,15,3,med,1,1485,2,m,71,3,4,research director,1,Divorced,17007,11929,7,Y,No,14,3,4,80,2,16,3,2,14,8,6,9
28,1,frequent,1496,sales,1,3,TECHNICAL DEGREE,1,1486,1,MALE,92,3,1,Sales Rep,3,married,2909,15747,3,Y,NO,15,3,4,80,1,5,3,4,3,2,1,2
29,yes,travel_frequently,115,Sales,13,3,Technical Degree,1,1487,1,F,51,3,2,sales executive,2,SINGLE,5765,17485,5,Y,No,11,3,1,80,0,,4,1,5,3,0,0
34,yes,rare,790,Sales,24,4,MEDICAL,1,1489,1,FEMALE,40,2,2,sales executive,2,Single,4599,7815,0,Y,yes,23,4,3,80,0,16,2,4,15,9,10,10
35,0,TRAVEL_RARELY,660,sale,7,1,LS,1,1492,4,M,76,3,1,sales representative,3,married,2404,16192,,Y,0,13,3,1,80,1,1,3,3,1,0,0,0
24,1,travel_frequently,381,RESEARCH & DEVELOPMENT,9,3,Medical,1,1494,2,Male,89,3,1,Lab Technician,1,Single,3172_,16998,2,Y,1,11,3,3,80,0,4,2,2,0,0,0,0
24,NO,Nil,830,SALES,13?,2,LIFE SCIENCES,1,1495,4,f,78,3,1,sales rep,2,MARRIED,2033,7103,1,Y,no,13,3,3,80,1,1,2,3,1,0,0,0
44,0,Travel_Frequently,1193,r&d,2,1,Medical,1,1496,2,M,86,3,3,manufacture director,3,SINGLE,10209,19719,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
29,NO,Travel_Rarely,1246,sale,19,3,Life Sciences,1,1497,3,MALE,77,2,2,SALES EXECUTIVE,3,DIVORCED,8620,23757,1,Y,no,14,3,3,80,2,10,3,3,10,7,0,4
30,no,rare,330,HUMAN RESOURCES,1,,Life Sciences,1,1499,3,MALE,,3,1,HUMAN RESOURCES,3,Divorced,2064,15428,0,,no,21,4,1,80,1,6,3,4,5,3,1,3
55,No,TRAVEL_RARELY,1229,RESEARCH & DEVELOPMENT,4,4?,life sciences,1,1501,4,m,30,3,2,Healthcare Rep,3,Married,4035,16143,0,Y,YES,16,3,2,80,0,4,2,3,3,2,1,2
33,NO,rare,1099,,4,4,MED,1,1502,1,Female,82,2,1,Laboratory Technician,2,married,3838,8192,8,Y,NO,11,3,4,80,0,8,5,3,5,4,0,2
,NO,rare,571,Sales,14,3,MED,1,1503,3,f,78,3,2,sales exe,3,Married,4591,24200,3,Y,yes,17,3,3,80,1,11,4,2,5,4,1,2
28?,YES,frequent,289,,2,2,med,1,1504,,M,38,2,1,laboratory technician,1,Single,2561,5355?,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0
28,0,rare,1423_,Research & Development,1,3,Life Sciences,1,1506,1,M,72,2,1,Research Scientist,3,DIVORCED,1563,,1,Y,0,14,3,,80,1,1,2,1,,0,0,0
28,0,travel_frequently,467,Sale,7,3,LS,1,1507,3,M,55,3,2,Sales Executive,1,Single,4898,11827,0,,No,14,3,4,80,0,5,5,3,4,2,1,3
49,no,travel_rarely,271,research & development,3,2,Medical,1,1509,3,f,43,2,2,lab technician,1,married,4789,23070,4,Y,No,25,4,1_,80,1,10,3,3,3,2,1,2
29,NO,TRAVEL_FREQUENTLY,410,r&d,2_,1,Life Sciences,1,1513,4,Female,97,3,1,lab technician,2,Married,3180,4668,0,Y,NO,13,3,3,80,3,4,3,3,3,2,0,2
28,NO,TRAVEL_RARELY,1083,R&D,29,1,life sciences,1,1514,3,Male,96,1?,2,Manufacture Director,2,married,6549,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7
33,NO,rare,516,RESEARCH & DEVELOPMENT,8,5,LS,1,1515,4,M,69,3,2,Healthcare Representative,3,SINGLE,6388,22049,2,Y,YES,17,3,1,80,0,14,6,3,0,0,0,0
32,NO,rare,495,research & development,10,3,Medical,1,1516,3,MALE,64,3,3,MANAGER,4,Single,11244,21072,2,Y,no,25,4,2,80,0,10,5,4,5,2,0,0
54,NO,travel_frequently,1050,Research & Development,11,4,med,1,1520,2,FEMALE,87,3,4,MANAGER,4,DIVORCED,16032,24456,3,Y,no,20,4?,1,80,1,26,2,3,14,9,1,12
29,Yes,rare,224,RESEARCH & DEVELOPMENT,1,4,TD,1,1522,1,Male,100,2,1,RESEARCH SCIENTIST,1,Single,2362,7568,6,Y,0,13,3,3,80,0,11,2,1,9,7,0,7
44,NO,TRAVEL_RARELY,136,RESEARCH & DEVELOPMENT,28,3,Life Sciences,1,1523,4?,Male,32,3,4,research director,1,married,16328,22074,3,Y,no,13,3,3,80,1,24,1,4,20,6,14,17
39,NO,rare,1089,RESEARCH & DEVELOPMENT,6,3,ls,,1525,2,F,32,3,3,Manufacturing Director,2,Single,8376,9150,4,Y,NO,18,3,4,80,0,9,3,3,2,0,2,2
46,NO,TRAVEL_RARELY,228,,3,3,life sciences,1,1527,3,F,51,3,4,MANAGER,2,married,16606,11380,8,Y,NO,12,3,4,80,1,23,2,4?,13,12,5,1
35,0,rare,1029,,16,3,LS,1,1529,4,FEMALE,91,2,3,HEALTHCARE REPRESENTATIVE,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,,1,11,8,3,3
23,no,rare,507,RESEARCH & DEVELOPMENT,,1,life sciences,1,1533,1,m,97,3,2,laboratory technician,3,Single,2272,24812,0,Y,no,14,3,2,80,0,5,2,3?,4,3,1,2
40,Yes,Travel_Rarely,676,Research & Development,9,4,LIFE SCIENCES,,1534,4,M,86,3,1,Lab Technician,1,single,2018,21831,3,Y,No,14,3,2,80,,15,3,1?,5,4,1,0
34,No,rare,971,Sales,1,3,Technical Degree,1,1535,4,Male,64,2,3,sales executive,,married,7083,12288,1,Y,YES,14,3,4,80,0,10,3,3,10,9,8,6
31,Yes,Travel_Frequently,561,R&D,3,3,LIFE SCIENCES,1,1537,4,Female,33,3,1,Research Scientist,3,SINGLE,4084,4156,1,Y,NO,12,3,1,80,0,7,2,1,7,2,7,7
50,No,travel_frequently,333,RESEARCH & DEVELOPMENT,22,5,med,1,1539,3,Male,88,1,4,RESEARCH DIRECTOR,4,SINGLE,14411,24450,1,Y,YES,13,3,4,80,,32,2,3,32,6,13,9
34,NO,rare,1440,Sales,7,2,TD,1,1541,2,MALE,55,3_,1,SALES REPRESENTATIVE,3,Married,2308,4944,,Y,1,25,4,2,,1,12,4,3,11,10,5,7
42,0,rare,1210,r&d,2,3,MEDICAL,1,1542,3,Male,68,2,1,LABORATORY TECHNICIAN,2,MARRIED,4841,24052,4,Y,NO,,3,2,80,1,4,3,3,1,0,0,0
37,0,TRAVEL_RARELY,674,r&d,13?,3,med,1,1543,1,Male,47,3,2,research scientist,4,MARRIED,4285,3031,1,Y,no,17,3,1,80,0,10,2,3,10,8_,3,7
29,0,TRAVEL_RARELY,441,r&d,8,1,other,1,1544,3,Female,39,1,2,HEALTHCARE REPRESENTATIVE,1,MARRIED,9715?,7288,3,Y,no,13,3,3,80,1,9,3,3,7,7,0,7
33,No,travel_rarely,,r&d,25,3,ls,1,1545,4,Male,44,2_,2,MANUFACTURING DIRECTOR,2,SINGLE,4320,24152,1,Y,0,13,3,4,80,0,5,2,3,5,3,0,2
45,no,travel_rarely,950,r&d,28,3,technical degree,1,1546,4,Male,97,3,1,Research Scientist,4,married,2132,4585,4,Y,0,20_,4,4,80,1,8,3,3,5,4,0,3
42,0,frequent,288,research & development,2,3,Life Sciences,1,1547,4,m,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9
40,0,rare,1342,sales,9,2,MEDICAL,1,1548,1,M,47,3,2,Sales Executive,1,MARRIED,5473,19345,0,Y,no,12,3,4,80,0,9,5,4,8,4,7,1
33,No,TRAVEL_RARELY,,research & development,28,4,LIFE SCIENCES,1,1549,2,MALE,79,3,2,Lab Technician,3,MARRIED,5207,22949,1,Y,Yes,,3,2,80,1,15,3,3,15,14,5,7
40,0,rare,898,HR,6,2,,1,1550,3,m,38,3,4,Manager,4,single,16437,17381,1,Y,1,21,4,4,80,0,21,2,3,21,7,7,7
24,NO,rare,350,RESEARCH & DEVELOPMENT,21,2,td,1,1551,3,m,57,2,1,Lab Technician,1,Divorced,2296,10036,0,Y,NO,14,3,2,80,3,2,3,3,1,1,0,0
40,no,NON-TRAVEL,1142,r&d,8,2,Life Sciences,1,1552,,Male,72,3,2,healthcare rep,4,DIVORCED,4069,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2
45,no,rare,538,r&d,1,4,TD,1,1553,1,MALE,66,3,3,healthcare rep,2,DIVORCED,7441,20933,1,Y,0,12,3,1,80,3,10,4,3,10,8,7,7
35,No,rare,1402,Sales,28,4,LIFE SCIENCES,1,1554,2,FEMALE,98,2,1,sales rep,3,MARRIED,2430,26204,0,Y,0,23,4,1,80,2,6,5,3,5,3,4,2
32,NO,rare,824,RESEARCH & DEVELOPMENT,5,2,Life Sciences,1,1555,4,F,67,2,2,research scientist,2,Married,5878,15624,3,Y,NO,12,3,1,80,1,12,2,3,7,1,2,5
36,No,travel_rarely,1157,Sale,2,4,Life Sciences,1,1556,3,m,70,3,1,Sales Representative,4,SINGLE,2644,17001,3,Y,1,21,4,4,80,0,7,3,2,3,2,1,2
48,NO,Travel_Rarely,492,SALES,16,4,Life Sciences,1,1557,3,FEMALE,96,3,2,Sales Executive,3,Divorced,6439,13693,8,Y,0,14,3,3,80,1,18,2,3,8,7,7,7
29,No,rare,598_,research & development,9,3,Life Sciences,1,1558,3,M,91,4,1,RESEARCH SCIENTIST,3,MARRIED,2451,22376?,6,Y,no,18,3,1,80,2,5,2,2,1,0,0,0
33,0,rare,1242,sale,8,4,Life Sciences,1,1560,1,M,46,3,2,sales executive,1,Married,6392,10589,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2
30,Yes,TRAVEL_RARELY,740,SALES,1,3,life sciences,1,1562,2,m,64,2,2,sales executive,1,Married,9714,5323,1,Y,no,11,3,4,80,1,,4_,,10,8,6,7_
38,0,frequent,888,HUMAN RESOURCES,10,4,HR,1,1563,3,M,71,3,2,human resources,3,MARRIED,6077,14814,3,Y,0,11,3,3,80,0,10,2,3,6,3,1,2
35,,rare,992,R&D,1,3,,1,1564,4_,Male,68,2,1,laboratory technician,1,single,2450,21731,1_,Y,NO,19,3,2,80,0?,3,3,3,3,0,1,2
30,No,rare,1288,Sale,29,4,Technical Degree,1,1568,3,MALE,33,3,3,sales executive,2,MARRIED,9250,17799,3,Y,No,12,3,2_,80,1,9,3,3,4,,1,3
35,yes,Travel_Rarely,104,research & development,2,3,life sciences,1,1569,1,Female,69,3,1,Laboratory Technician,1,DIVORCED,2074,26619,1,Y,YES,12,3,4,80,1,1,2,3,1,0,0,0
53,1,rare,607,R&D,2,5,TECHNICAL DEGREE,1,1572,3?,Female,78,2,3,manufacturing director,4,Married,10169,14618,0,Y,No,16,3,2,80,1,34,4,,33,7,1,9
38,1,rare,903,R&D,2,3,MED,1,1573,3,m,81,3,2,Manufacturing Director,2,Married,4855,7653,4,Y,NO,11,,1,80,2,7,2,3,5,2,1,4
32,No,NON-TRAVEL,1200,RESEARCH & DEVELOPMENT,1,,td,1,1574,4,m,62,3,2,research scientist,1,Married,4087,25174,4,Y,NO,14,3,2,80,1,9,3,2,6,5,1,2
,NO,Travel_Rarely,1108,R&D,15,4,other,1,1576,3,Female,65?,3,1,research scientist,1,Married,2367,16530,8,Y,0,12,3,4,80,1,10,3,2,8,2,7,6
34,no,travel_rarely,479,RESEARCH & DEVELOPMENT,7?,4,MEDICAL,1,1577,1,m,35,3,1,research scientist,4,Single,2972,22061,1,Y,0,13,3,3,80,0,1,4,1,1,0,0,0
55,no,travel_rarely,685,Sales,26,5,mkt,1,1578,3,M,60,2,5,MANAGER,4,married,19586,23037,1,Y,0,21,4,3,80,1,36,3,3,36,6,2,13
34,NO,rare,1351,,1,4,Life Sciences,1,1580,2,m,45,3,2,Research scientist,4,Married,5484,13008,9,Y,0,17,3,2,80,1,9,3,2,2,2,2,1
26,No,rare,474,Research & Development,3,3,life sciences,1,1581,1,FEMALE,89,3,1,Research scientist,4,MARRIED,2061,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0?,0
38,no,rare,1245,sales,14,3,LS,1,1582,3,MALE,80,3,2,SALES EXECUTIVE,2,MARRIED,9924,12355,0,Y,NO,11,3,4,80,1,10,3,3,9,8,7,7
38,No,travel_rarely,437,sales,16,3,life sciences,1,1583,2,FEMALE,90,3,2,sales executive,2,single,4198,16379,,Y,NO,12,3,2,80,0,8,5,4,3,2,1,2
36,No,rare,884,sale,1,4,ls,1,1585,2,F,73,3,2,sales exe,3,single,6815,21447,6,Y,NO,13,3,1,80,0,15,5,3,1,0,0,0
29,0,rare,1370,Research & Development,3,1,medical,1,1586,2,M,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Y,,18,3,4,80,0,10,3,3?,10,9,1,5
35,NO,rare,670,research & development,10,4,MEDICAL,1,1587,1,F,51,3,2,Healthcare Representative,3,single,6142,4223,3,Y,Yes,16,3,3,80,,10,4,3,5,2,0,
39,NO,rare,,Sale,6,3,MEDICAL,1,1588,4,MALE,38,4,3,Sales Executive,3,MARRIED,8237,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6
29,no,TRAVEL_FREQUENTLY,995,RESEARCH & DEVELOPMENT,2,1,ls,1,1590,1,MALE,87,3,2,HEALTHCARE REPRESENTATIVE,4,divorced,8853,24483,1,Y,No,19,3,4,80,1,6,0,4,6,,1,3
50,no,rare,264,SALES,9,3,marketing,1,1591,3,m,59,3_,5,MANAGER,3,Married,19331,19519,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0
23,0,Travel_Rarely,977,research & development,10,3,td,1,1592,4,M,45,4,1,research scientist,3,Married,2073,12826,2,Y,,16,3,4,80,1,4,,3,2,2,2,2
,0,frequent,1302,research & development,6,4,life sciences,1,1594,,m,80,4_,2,Lab Technician,1,Married,5562,19711,3,Y,1,13,3,4,80,1,9,3_,3,3,2,0,2
42,No,travel_rarely,1059,r&d,9,2,OTHER,1,1595,4,Male,93,2,5,MANAGER,4,Single,19613,26362,8,Y,no,22,4,4,80,0,24,2,3,1,0,0,1
35,No,rare,750,RESEARCH & DEVELOPMENT,28,3,LIFE SCIENCES,1,1596,2,m,46,4,2,LABORATORY TECHNICIAN,3,married,3407,25348,1,Y,NO,17,3,4,80,2,10,3?,2,10,9,6,8
34,NO,Travel_Frequently,653,r&d,10,4,technical degree,1,1597,4,Male,92,2,2,HEALTHCARE REPRESENTATIVE,3,married,5063,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
40,no,travel_rarely,118,Sales,14,2,ls,1,1598,4,FEMALE,84,3,2,Sales Executive,1_,Married,4639,11262,1,Y,no,15,3,3,80,1,5,2,3,5,4,1,2
43,No,travel_rarely,990,research & development,27,3,Technical Degree,1,1599,4,M,87,4,1,Lab Technician,2,DIVORCED,4876,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
35,No,rare,1349,r&d,7,2,LS,1,1601,3,MALE,63,2,1,LABORATORY TECHNICIAN,4,MARRIED,2690,7713,1,Y,0,18,3,4,80,1,1,5,2,1,0,0,1
46,no,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4_,M,56,4,4,MANAGER,1,single,17567,3156,1,Y,NO,15,3,2,80,0,27,5,1,26,0,0,12
28,1,TRAVEL_RARELY,329,RESEARCH & DEVELOPMENT,24,3,Medical,1,1604,3,m,51_,3,1,Laboratory Technician,2,Married,2408,7324,1,Y,YES,17,3,3,80,3,1,3,3,1,1,0,0
22,NO,non-travel,457,Research & Development,26,2,OTHER,1,1605,2,Female,85,2,1,research scientist,3,MARRIED,2814,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
50,no,travel_frequently,1234,r&d,20,5,med,1,1606,2,Male,41,3,4,healthcare representative,3,married,11245,20689,2,,yes,15,3,3,80,,32,3,3,30,8,12,13
32,NO,rare,634,R&D,5,4,OTHER,1,1607,2?,FEMALE,35,4,1,Research Scientist,4,Married,,18783,3,Y,no,17,3,4,80,2,6,3,3,3,2,0,2
44,0,TRAVEL_RARELY,1313,Research & Development,7,3,MED,1,1608,2,Female,31,3,5,research director,4,Divorced,19049,3549,0,Y,1,14,3,4,80,1,23,4,2,22,7,1,10
30,NO,rare,241,research & development,7,3,MEDICAL,1,1609,2,Male,48,2,,research scientist,2,Married,2141,5348,1,Y,no,12,3,2,80,1,6,3,2,6,4,1,1
45,NO,rare,1015,R&D,5,5,medical,1,1611,3,FEMALE,50,1,2,LABORATORY TECHNICIAN,1,Single,5769,23447,1,Y,1,14,3,1,80,0,10,3,3,10,7,1,4
45,no,NON-TRAVEL,336,Sale,26,3,mkt,1,1612,1,M,52,2,2,Sales Executive,1,Married,4385,24162,1,Y,NO,15,3,1,80,1,,2,3,10,7,4,5
31,NO,frequent,715,sales,2,4,other,1,1613,4,Male,54,3,2,SALES EXECUTIVE,,Single,5332,21602,7,Y,0,13,3,4,,0,10,3,3,5,2,0,3
36,0,rare,559,RESEARCH & DEVELOPMENT,12,4,ls,1,1614,3,F,76,3,2,manufacture director,,married,4663,12421,9,Y,YES,12,3,2,80,2,7,2,3,3,2,1,
34,no,frequent,426,RESEARCH & DEVELOPMENT,10,4,Life Sciences,1,1615,3,MALE,42,,2,Manufacturing Director,4,Divorced,4724,17000,1,Y,0,13,3,1,80,1,9,3,3,9,7,7,2
49,NO,Travel_Rarely,,r&d,25,4,life sciences,1,1617,3,F,84,3,1,LABORATORY TECHNICIAN,1,MARRIED,3211,22102,1,Y,no,14,3,4,80,1,10,3,,9,6,1,4
39,No,TRAVEL_RARELY,1387,Research & Development,10,5,MEDICAL,1,1618,2,MALE,76,3,2,MANUFACTURING DIRECTOR,1,,5377,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
27,no,travel_rarely,1302,r&d,19,3,other,1,1619,4,Male,,2,1,laboratory technician,1,divorced,4066,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
35,No,travel_rarely,819,research & development,18,5,Life Sciences,1,1621,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,Y,NO,11,3,4,80,0,16,2,3,16,15,1,10
28,0,Travel_Rarely,580,research & development,27,3,MED,1,1622,2?,f,39,1,2,MANUFACTURING DIRECTOR,1,Divorced,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
21,NO,rare,546,R&D,5,1,Medical,1,1623,3,M,97,3,1,Research Scientist,4,SINGLE,3117,26009,1,Y,0,18,3,3,80,0,3_,2,3,2,2,2,2
18,YES,frequent,544,Sales,3,2,med,1,1624,2,Female,70,3,1,sales representative,4,single,1569,18420,1,Y,YES,12,3,3,80,0,0,2,4,0,0,0,0
47,NO,rare,1176,hr,26,4,ls,1,1625,4,FEMALE,98,3,5,,3,MARRIED,19658,5220,3,Y,NO,11,3,3,80,1,27,2,3,5,2,1,0
39,No,rare,170,research & development,3,2,MED,1,1627,3,m,76,2,2,Laboratory Technician,3,DIVORCED,3069,10302,0,Y,NO,15,3,4,80,1,11,3,3,10,8,0,
40,No,rare,884,Research & Development,15,3,ls,1,1628,1,Female,80,2,3,Manufacture Director,3,married,10435,25800,1,Y,No,13,3,4,80,2,,2,,18,15,14,12
35,No,NON-TRAVEL,208,Research & Development,8,4,ls,1,1630,3,FEMALE,52,3,2,HEALTHCARE REPRESENTATIVE,3,Married,4148_,12250,1,Y,0,12,3,4,80,1,15,5,3,14,11_,2,9
37,no,TRAVEL_RARELY,671,r&d,19,3,ls,1,1631,3,Male,85,3,2,MANUFACTURING DIRECTOR,3,MARRIED,5768,26493,3,Y,NO,17,3,1,80,3,9,2,2,4,3,0,2
39,NO,travel_frequently,711,r&d,4,3,med,1,1633,1,f,81,3,2,Manufacturing Director,3,SINGLE,5042,3140,0,Y,0,13,3,4,80,0,10,2,1,9,2,3,8
45,0,Travel_Rarely,1329,research & development,2,2,other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,0,19,3,1,80,2,10,3,3,10,7,3,9
38,0,travel_rarely,397,R&D,2,2,medical,1,1638,4,f,54,2,3,manufacture director,3,MARRIED,7756,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2?
35,1,TRAVEL_RARELY,737,SALES,10,,MED,1,1639,4,M,55,2,3,sales executive,1,MARRIED,10306,21530,9,Y,no,17,3,3,80,0?,15,3,3,13,12,6,0
37,NO,rare,1470,Research & Development,10,3,med,1,1640,2,f,71,3,1,Research scientist,2,Married,3936,9953,1,Y,no,11,3,1,80,1,8,2,1,,4,7,7
40,NO,travel_rarely,,research & development,16,3,LS,1,1641,3,f,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Y,yes,15,3,4,80,0,18,2,2,4,2,3,3
44,0,frequent,602,human resources,1,5,human resources,1,1642,1,Male,37,3,2,HR,4,MARRIED,5743,10503,4,Y,1,11,3,3,80,0,14,3,3,10,7,0,2
48,no,frequent,365,R&D,4,5,med,1,1644,3,MALE,89,2,4,Manager,4,married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2?,2,2
35,yes,Travel_Rarely,763,sales,15,2,MEDICAL,1,1645,1,M,59,1,2_,sales executive,4,Divorced,5440,22098,6,Y,1,14,3,4,80,2,7,2,2,2,2,2,2
